Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,incr2015,incr2014,incr2013,incr3year,incr6year
ITC,ITC Holdings Corp.,39.69,6089199633.72,n/a,2005,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/itc,-3.68,28.98,22.76,57.91,57.91
ITT,ITT Corporation,32.99,2952605000.0,n/a,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt,-2.2,-8.19,76.03,50.44,50.44
ESI,"ITT Educational Services, Inc.",3,71022018.0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/esi,-59.06,-76.28,142.1,-74.26,-74.26
JPM,J P Morgan Chase & Co,58.92,2.16892166461e+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm,13.56,9.69,30.66,54.11,54.11
JAX,"J. Alexander&#39;s Holdings, Inc.",9.79,146852300.65,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jax,-5.86,,,-5.86,-5.86
JCP,"J.C. Penney Company, Inc. Holding Company",7.17,2194048751.7,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp,-15.8,-14.31,-52.14,-63.53,-63.53
JGW,J.G. Wentworth Company (The),1.4,34959055.6,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jgw,-80.67,-40.41,37.6,-85.96,-85.96
SJM,J.M. Smucker Company (The),120.04,14365775956.3,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm,24.94,4.61,17.53,49.77,49.77
JBL,"Jabil Circuit, Inc.",19.84,3755181101.44,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl,8.65,29.14,-12.36,22.48,22.48
JEC,Jacobs Engineering Group Inc.,38.75,4749120756.25,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec,-0.19,-29.95,38.58,-6.67,-6.67
JHX,James Hardie Industries plc.,11.01,980328990.72,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx,22.63,-1.69,24.7,51.28,51.28
JNS,"Janus Capital Group, Inc",12.71,2348110030.35,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns,-15.36,33.96,27.12,57.6,57.6
JAH,Jarden Corporation,52.73,11619266420.0,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/jah,22.94,14.66,65.51,136.9,136.9
JCAP,"Jernigan Capital, Inc.",14.25,87815625.0,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap,-20.6,,,-20.6,-20.6
JKS,JinkoSolar Holding Company Limited,22.2,692502515.4,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks,46.56,-43.32,336.78,271.41,271.41
JMP,JMP Group LLC,5.38,114275611.6,n/a,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp,-26.38,13.2,18.92,-2.04,-2.04
JMPB,JMP Group LLC,24.6801,0.0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb,-4.05,7.64,8.2,14.21,14.21
JMPC,JMP Group LLC,24.5,0.0,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc,-0.22,9.02,,10.28,10.28
JBT,John Bean Technologies Corporation,45.2,1317076562.4,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt,63.89,6.93,58.9,177.78,177.78
JNJ,Johnson & Johnson,98.16,2.71603186623e+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj,0.79,13.38,30.81,54.8,54.8
JCI,"Johnson Controls, Inc.",35.35,22895372476.2,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/jci,-13.52,-5.18,62.77,32.77,32.77
JONE,"Jones Energy, Inc.",3.18,196499459.94,n/a,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone,-62.22,-23.7,5.21,-72.5,-72.5
JLL,Jones Lang LaSalle Incorporated,143.92,6482276973.2,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll,4.74,46.35,20.12,88.12,88.12
JMG,"Journal Media Group, Inc.",11.98,292402245.34,n/a,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/jmg,18.48,,,18.48,18.48
JOY,Joy Global Inc.,9.73,952842660.63,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/joy,-70.9,-14.6,-17.24,-80.62,-80.62
JPEP,JP Energy Partners LP,5,182963705.0,n/a,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/jpep,-59.23,-31.85,,-71.63,-71.63
JMEI,Jumei International Holding Limited,7.63,1107915126.64,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei,-36.91,-42.6,,-62.53,-62.53
JNPR,"Juniper Networks, Inc.",25.72,9924119432.76,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr,21.54,-3.78,10.21,36.8,36.8
JP,Jupai Holdings Limited,8.81,258133000.0,n/a,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jp,1.0,,,1.0,1.0
JE,"Just Energy Group, Inc.",6.6,969800086.2,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je,49.5,-25.43,-19.29,-6.66,-6.66
LRN,K12 Inc,8.12,316190396.48,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn,-14.56,-48.5,4.67,-56.76,-56.76
KAI,Kadant Inc,38.38,413728992.66,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai,-2.01,8.69,53.34,57.96,57.96
KAMN,Kaman Corporation,38.4,1040311219.2,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn,8.49,3.18,7.08,15.54,15.54
KSU,Kansas City Southern,69.73,7610084867.69,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu,-33.69,4.54,41.12,-9.82,-9.82
KS,KapStone Paper and Packaging Corporation,18.32,1764490488.56,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks,-23.1,5.72,134.98,99.67,99.67
KAR,"KAR Auction Services, Inc",33.6,4621172371.2,n/a,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar,9.88,22.07,50.82,97.21,97.21
KATE,Kate Spade & Company,16.55,2113344736.3,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate,-36.9,2.09,155.61,38.4,38.4
KB,KB Financial Group Inc,25.98,10037416984.1,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb,-16.95,-13.59,6.12,-23.22,-23.22
KBH,KB Home,10.08,928081707.84,n/a,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh,-25.05,-10.45,12.34,-23.22,-23.22
KBR,"KBR, Inc.",15.05,2171154086.5,n/a,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr,7.0,-45.64,7.17,-40.06,-40.06
KCG,"KCG Holdings, Inc.",11.9,1075364812.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg,4.32,-0.58,14.67,17.24,17.24
K,Kellogg Company,71.48,25332347238.6,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k,12.11,10.96,9.4,38.52,38.52
KEM,Kemet Corporation,1.84,84230712.24,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem,-40.75,-30.08,19.25,-53.44,-53.44
KMPA,Kemper Corporation,26.932,0.0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa,0.83,,,0.83,0.83
KMPR,Kemper Corporation,34.49,1767756426.77,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr,8.96,-5.15,30.69,27.31,27.31
KMT,Kennametal Inc.,17.18,1367668480.86,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt,-40.41,-29.74,26.76,-51.26,-51.26
KW,Kennedy-Wilson Holdings Inc.,20.77,2378107030.93,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw,-6.81,16.05,61.73,80.16,80.16
KWN,Kennedy-Wilson Holdings Inc.,25.88,0.0,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn,-0.97,14.47,2.93,17.55,17.55
KEN,Kenon Holdings Ltd.,9.25,496567694.5,n/a,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken,-41.61,,,-41.61,-41.61
KEG,"Key Energy Services, Inc.",0.3882,61168698.4566,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg,-66.67,-77.72,3.42,-93.68,-93.68
KEY,KeyCorp,11.92,9957573746.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key,3.44,3.61,53.61,58.24,58.24
KEYS,Keysight Technologies Inc.,25.45,4348146319.35,n/a,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys,-16.58,12.34,,-4.77,-4.77
KRC,Kilroy Realty Corporation,58.98,5439157245.66,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc,-10.7,40.8,6.17,39.39,39.39
KMB,Kimberly-Clark Corporation,125.23,45457790089.5,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb,13.36,18.46,26.76,71.65,71.65
KIM,Kimco Realty Corporation,25.22,10423685791.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim,3.67,28.86,4.92,50.65,50.65
KMI,"Kinder Morgan, Inc.",14.77,32959472045.2,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi,-62.32,24.99,1.15,-53.57,-53.57
KND,"Kindred Healthcare, Inc.",10.14,849699095.7,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd,-34.08,-10.15,88.91,20.87,20.87
KING,King Digital Entertainment plc,17.83,5633221949.97,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/king,40.0,-13.71,,8.94,8.94
KFS,"Kingsway Financial Services, Inc.",4.25,92065076.75,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs,-18.54,41.79,2.35,19.32,19.32
KGC,Kinross Gold Corporation,1.87,2143994589.77,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc,-46.78,-35.56,-51.74,-80.53,-80.53
KEX,Kirby Corporation,46.84,2529781560.0,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex,-36.21,-16.93,55.35,-15.67,-15.67
KRG,Kite Realty Group Trust,25.08,2089755235.92,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg,-9.68,19.82,20.36,31.61,31.61
KKR,KKR & Co. L.P.,14.16,16906787895.4,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr,-29.54,-1.23,71.44,24.16,24.16
KFH,KKR Financial Holdings LLC,26.76,0.0,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfh,2.53,11.25,4.92,18.2,18.2
KFI,KKR Financial Holdings LLC,26.05,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi,-4.21,12.49,2.0,11.75,11.75
KMG,"KMG Chemicals, Inc.",21.65,253642436.9,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg,19.87,22.12,-9.67,24.34,24.34
KNX,"Knight Transportation, Inc.",22,1780257314.0,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx,-25.04,74.04,21.95,64.67,64.67
KNL,"Knoll, Inc.",17.49,853972214.37,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl,-4.73,24.57,16.49,29.1,29.1
KNOP,KNOT Offshore Partners LP,13.88,191648100.0,n/a,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop,-33.45,-4.43,25.7,-25.61,-25.61
KN,Knowles Corporation,12.67,1120523777.1,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn,-45.97,-19.83,,-53.54,-53.54
KSS,Kohl&#39;s Corporation,47.88,9088593139.08,n/a,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss,-18.37,7.5,39.08,23.59,23.59
PHG,Koninklijke Philips N.V.,24.04,22145191240.0,n/a,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg,-4.64,-20.27,36.07,1.44,1.44
KOP,Koppers Holdings Inc.,16.49,338923653.16,n/a,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop,-25.11,-40.16,16.31,-51.77,-51.77
KEP,Korea Electric Power Corporation,20.66,26525955661.6,n/a,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep,11.19,11.33,2.97,33.9,33.9
KFY,Korn/Ferry International,30.38,1558164741.56,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy,17.46,10.3,66.09,115.2,115.2
KOS,Kosmos Energy Ltd.,4.38,1686543348.42,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos,-38.02,-24.22,-12.98,-59.09,-59.09
KRA,"Kraton Performance Polymers, Inc",15.31,467316285.38,n/a,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra,-15.86,-9.32,-10.02,-34.96,-34.96
KKD,"Krispy Kreme Doughnuts, Inc.",14.2,895081124.4,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/kkd,-22.64,1.94,70.51,32.66,32.66
KR,Kroger Company (The),40.8,39768688812.0,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr,28.45,63.35,54.82,239.74,239.74
KRO,Kronos Worldwide Inc,4.8,556226870.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro,-51.37,-22.54,-0.04,-66.42,-66.42
KT,KT Corporation,11.39,5948126986.24,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt,-13.07,-3.68,-14.48,-29.32,-29.32
KYO,Kyocera Corporation,43.43,15932703524.9,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo,4.49,-6.82,10.3,2.43,2.43
LB,"L Brands, Inc.",93.23,26983967993.2,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb,17.37,54.82,41.64,140.31,140.31
SCX,L.S. Starrett Company (The),9.15,64217673.75,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx,-48.05,30.59,42.34,-0.43,-0.43
LLL,"L-3 Communications Holdings, Inc.",114.55,8979314586.05,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll,-3.98,22.48,38.76,64.24,64.24
LQ,La Quinta Holdings Inc.,11.82,1532327471.88,n/a,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq,-36.84,31.44,,-19.28,-19.28
LH,Laboratory Corporation of America Holdings,116.25,11764500000.0,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh,6.59,21.14,5.05,43.09,43.09
LG,"Laclede Group, Inc.",58.52,2536866051.72,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lg,16.17,21.43,21.26,73.84,73.84
LADR,Ladder Capital Corp,12.54,1245856009.86,n/a,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/ladr,-25.68,15.49,,-16.31,-16.31
LDR,"Landauer, Inc.",28.92,276708034.92,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr,7.39,-30.33,-10.98,-39.17,-39.17
LCI,Lannett Co Inc,35.99,1314626272.57,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci,-12.44,20.26,481.12,601.4,601.4
LPI,"Laredo Petroleum, Inc.",7,1496628413.0,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi,-15.0,-54.85,36.97,-57.93,-57.93
LVS,Las Vegas Sands Corp.,39.01,31048413288.8,n/a,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs,-16.07,-28.02,52.61,-7.17,-7.17
LHO,LaSalle Hotel Properties,23.48,2651576653.32,n/a,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho,-35.87,38.69,22.56,8.57,8.57
LFL,LATAM Airlines Group S.A.,5.19,2831393180.61,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl,-50.46,-23.0,-35.38,-77.64,-77.64
LAZ,Lazard Ltd.,37.48,4703193279.24,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz,-0.63,13.8,37.01,46.45,46.45
LZB,La-Z-Boy Incorporated,22.52,1130335820.64,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb,-6.8,-9.57,106.67,66.83,66.83
LF,Leapfrog Enterprises Inc,0.68,48258611.96,n/a,2002,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/lf,-84.08,-39.53,-16.24,-92.46,-92.46
LEA,Lear Corporation,107.14,8067891314.78,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea,29.44,20.37,66.34,163.18,163.18
LEE,"Lee Enterprises, Incorporated",1.67,91264454.58,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee,-51.02,-13.33,238.46,43.59,43.59
LM,"Legg Mason, Inc.",35.3,3802822051.0,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm,-25.87,23.95,66.75,54.45,54.45
LEG,"Leggett & Platt, Incorporated",40.41,5499627600.69,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg,-1.62,43.65,13.95,65.97,65.97
CVB,Lehman ABS Corporation,10.5176,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cvb,5.71,13.56,1.52,18.89,18.89
JBK,Lehman ABS Corporation,24.99,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk,4.62,16.13,1.9,25.16,25.16
KCC,Lehman ABS Corporation,29.2399,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kcc,5.26,5.89,7.03,24.2,24.2
KTH,Lehman ABS Corporation,32.6,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth,7.2,18.42,1.69,29.06,29.06
KTN,Lehman ABS Corporation,30.97,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn,5.12,18.31,2.59,28.82,28.82
KTP,Lehman ABS Corporation,17.06,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp,-4.23,5.2,-11.39,-0.28,-0.28
XKE,Lehman ABS Corporation,4.35,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke,-21.87,-1.98,-5.56,-33.84,-33.84
LDOS,"Leidos Holdings, Inc.",52.57,3789937473.77,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos,38.69,-6.64,74.58,125.94,125.94
LEJU,Leju Holdings Limited,5.12,689567764.48,n/a,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju,-53.84,3.71,,-50.57,-50.57
LC,LendingClub Corporation,9.49,3585923457.22,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lc,-51.98,0.97,,-55.25,-55.25
LEN,Lennar Corporation,42.11,8857643151.71,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len,4.88,13.48,-4.71,20.86,20.86
LII,"Lennox International, Inc.",117.45,5291727954.75,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii,31.79,8.84,56.54,135.4,135.4
LUK,Leucadia National Corporation,15.96,5782914942.84,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk,-21.75,-18.89,21.56,-23.83,-23.83
LVLT,"Level 3 Communications, Inc.",49.95,17795541645.0,n/a,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt,15.15,45.15,38.72,131.32,131.32
LXP,Lexington Realty Trust,7.66,1802582406.84,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp,-22.62,17.39,1.77,-7.99,-7.99
LXK,"Lexmark International, Inc.",28.46,1759237852.46,n/a,1995,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk,-16.95,17.08,42.04,39.67,39.67
LPL,"LG Display Co., Ltd.",9.07,6490776798.0,n/a,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl,-34.75,15.75,-15.91,-25.16,-25.16
LPT,Liberty Property Trust,30.42,4495210885.62,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt,-16.84,14.89,-3.46,-2.1,-2.1
LOCK,"LifeLock, Inc.",13.17,1257936079.56,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/lock,-2.71,-9.2,91.92,73.1,73.1
LITB,"LightInTheBox Holding Co., Ltd.",2.7,130433419.8,n/a,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb,-54.25,-29.9,-34.96,-76.38,-76.38
LNC,Lincoln National Corporation,44.24,10948116774.6,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc,-6.51,11.2,84.26,87.35,87.35
LNN,Lindsay Corporation,64.7,720463615.0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn,-13.72,4.12,-7.51,-17.25,-17.25
LNKD,LinkedIn Corporation,215.9,28301568009.4,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd,-0.9,4.98,75.78,90.75,90.75
LGF,Lions Gate Entertainment Corporation,28.57,4244880573.93,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/lgf,6.29,3.95,74.28,85.31,85.31
LAD,"Lithia Motors, Inc.",86.29,2265653538.3,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad,24.63,34.62,74.91,182.12,182.12
LYV,"Live Nation Entertainment, Inc.",22.81,4615611597.55,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv,-2.85,26.62,105.87,148.68,148.68
LYG,Lloyds Banking Group Plc,4.08,72883749536.2,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg,0.31,-16.67,51.43,26.96,26.96
LMT,Lockheed Martin Corporation,212.91,65426283627.5,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt,14.73,33.57,63.78,157.31,157.31
L,Loews Corporation,35.9,12720899986.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l,-3.49,-10.41,11.42,-8.34,-8.34
LPX,Louisiana-Pacific Corporation,16.55,2364322259.05,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx,9.15,-10.88,-11.61,-13.2,-13.2
LOW,"Lowe&#39;s Companies, Inc.",70.88,64862614544.2,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low,12.93,38.58,38.88,122.63,122.63
LXU,Lsb Industries Inc.,5.66,129111742.92,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu,-76.7,-16.17,4.1,-81.09,-81.09
LTC,"LTC Properties, Inc.",43.05,1531309809.75,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc,-0.07,27.16,2.34,37.38,37.38
LUB,"Luby&#39;s, Inc.",4.13,118332636.1,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub,-5.3,-33.33,3.31,-38.26,-38.26
LL,"Lumber Liquidators Holdings, Inc",13.71,371368870.95,n/a,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll,-73.26,-38.86,81.4,-69.45,-69.45
LXFR,Luxfer Holdings PLC,9.83,264974953.69,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr,-28.72,-30.95,72.19,-17.94,-17.94
LXFT,"Luxoft Holding, Inc.",68.08,2239326642.16,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft,101.54,6.7,89.99,287.78,287.78
LUX,"Luxottica Group, S.p.A.",61.34,29654941570.2,n/a,1990,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux,21.35,6.47,24.19,57.84,57.84
LDL,"Lydall, Inc.",30.51,519943182.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl,11.89,72.32,11.18,131.9,131.9
WLH,Lyon William Homes,13.43,422591938.95,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh,-22.28,-10.4,-31.98,-48.42,-48.42
LYB,LyondellBasell Industries NV,79.59,35771233872.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb,12.86,2.55,33.0,55.0,55.0
MTB,M&T Bank Corporation,110.17,14684534842.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb,4.34,10.62,14.49,26.11,26.11
MDC,"M.D.C. Holdings, Inc.",22.43,1096522490.32,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc,-3.9,-14.29,-17.62,-29.33,-29.33
MHO,"M/I Homes, Inc.",18.92,466356506.88,n/a,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho,-8.21,-8.86,-8.11,-19.91,-19.91
MAC,Macerich Company (The),78.81,12477806746.3,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac,0.62,48.46,5.25,63.09,63.09
CLI,Mack-Cali Realty Corporation,21.99,1963939522.26,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli,25.02,-2.93,-13.04,-0.24,-0.24
MIC,Macquarie Infrastructure Company,66.57,5315892230.04,n/a,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic,10.32,42.91,17.91,78.78,78.78
BMA,Macro Bank Inc.,56.49,3302196499.98,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma,38.12,89.91,26.92,230.36,230.36
M,Macy&#39;s Inc,35.89,11282650579.9,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m,-45.54,20.02,48.13,1.33,1.33
